Name,Nation,Club,Position,Age,Overall,Pace,Shooting,Passing,Dribbling,Defending,Physicality,Acceleration,Sprint,Positioning,Finishing,Long,Volleys,Penalties,Vision,Crossing,Free,Curve,Agility,Balance,Reactions,Composure,Interceptions,Heading,Sliding,Jumping,Stamina,Strength,Aggression,Att work rate,Def work rate,Preferred foot,Weak foot,Skill moves,Gender,GK
Yanis Guermouche,Algeria,Montpellier,ST,22,61,57,62,49,64,23,58,56,58,59,67,39,45,64,54,38,42,45,58,39,56,55,19,67,14,71,47,71,38,Medium,Medium,Right,3,2,M,
Thomas Gundelund,Denmark,Vejle Boldklub,RWB,21,61,71,40,55,59,55,59,70,72,46,36,58,42,37,50,58,38,48,73,68,54,55,56,48,55,59,64,60,52,Medium,Medium,Right,3,2,M,
Gwon Wan Gyu,Korea Republic,FC Seoul,CB,31,61,76,29,53,51,59,67,75,76,58,20,58,29,36,52,57,29,35,74,71,55,54,59,64,60,79,52,75,64,Medium,Medium,Right,4,2,M,
Albian Hajdari,Switzerland,FC Lugano,CB,20,61,58,27,39,29,59,72,62,55,28,23,42,28,36,27,31,29,30,51,50,50,41,56,59,60,72,61,76,74,Low,Medium,Left,3,2,M,
Lucas Halangk,Germany,Hallescher FC,RB,20,61,73,49,53,55,58,61,74,73,49,46,56,47,43,51,54,44,53,70,60,56,52,60,52,54,64,70,59,54,Medium,Medium,Right,3,2,M,
Jack Hamilton,Scotland,Livingston,GK,29,61,62,60,60,13,46,59,46,46,15,13,18,18,23,45,16,16,15,44,65,56,44,19,16,13,52,32,48,16,Medium,Medium,Right,2,1,M,61
Fredrik Hammar,Sweden,Hammarby IF,RW,22,61,69,54,58,64,47,59,68,69,63,54,57,49,49,60,51,45,52,68,72,53,64,54,43,46,52,69,58,50,Medium,Medium,Right,3,2,M,
Sondre Fosnæss Hanssen,Norway,Strømsgodset IF,CB,22,61,55,33,46,43,61,66,53,56,34,29,52,35,32,36,37,30,33,54,62,58,57,59,60,61,69,58,74,56,Medium,Medium,Right,3,2,M,
Rekeem Harper,England,Burton Albion,CM,23,61,64,54,58,61,57,70,69,59,58,48,62,49,54,60,54,43,43,67,51,62,64,55,60,55,73,66,71,70,Medium,Medium,Right,2,3,M,
Luke Harris,Wales,Fulham,CAM,18,61,58,60,57,66,37,44,68,49,61,65,53,55,47,57,52,50,58,74,79,59,68,33,41,36,39,46,40,55,Medium,Medium,Right,3,3,M,
Fabrice Hartmann,Germany,Sligo Rovers,RM,22,61,75,62,51,66,24,48,75,75,64,64,43,58,55,53,52,58,57,76,71,54,62,18,45,20,53,60,48,32,Medium,Medium,Left,3,3,M,
Brandon Haunstrup,England,Cambridge Utd,LB,26,61,73,34,55,60,56,58,72,73,57,32,53,28,42,53,60,48,60,83,72,54,53,54,53,56,69,70,54,48,High,Medium,Left,2,2,M,
Ryan Haynes,England,Northampton,LB,28,61,71,50,56,57,57,66,71,71,56,48,52,42,57,58,59,61,63,72,63,55,58,56,55,57,69,71,66,59,High,High,Left,3,2,M,
Torbjørn L. Heggem,Norway,Brommapojkarna,CB,24,61,63,37,48,57,60,65,62,64,38,35,55,28,38,30,48,30,36,37,52,59,59,61,60,60,69,60,70,59,Medium,Medium,Left,4,2,M,
Kane Hemmings,England,Stevenage,ST,31,61,66,60,52,58,29,64,67,65,62,59,43,60,65,61,40,44,41,67,64,60,57,43,60,19,73,73,73,27,Medium,Low,Right,3,3,M,
Jay Henderson,Scotland,Ross County,RM,21,61,82,51,56,57,53,53,82,82,57,50,55,43,46,56,55,44,57,92,92,57,53,52,51,54,56,68,42,61,High,Medium,Right,4,3,M,
Rushian Hepburn-Murphy,England,Swindon Town,ST,25,61,88,61,47,64,25,39,86,90,59,62,40,54,60,48,39,43,42,82,80,56,57,21,58,23,59,44,34,40,High,Low,Right,3,3,M,
Ezequiel Herrera,Argentina,San Lorenzo,RWB,20,61,71,39,49,55,60,60,72,70,56,35,44,30,38,52,56,34,47,65,63,59,54,60,54,58,67,60,66,42,Medium,Medium,Right,2,2,M,
Nahuel Herrera,Uruguay,Peñarol,CB,18,61,55,32,35,31,63,66,57,53,31,28,34,32,48,33,31,38,32,43,58,53,47,63,61,61,72,54,76,54,Medium,Medium,Right,2,2,M,
José Herrera,Bolivia,Bolívar,CDM,20,61,56,58,52,60,60,62,60,53,61,50,55,23,65,60,24,65,40,51,74,61,57,55,55,63,63,60,63,60,Medium,Medium,Right,3,2,M,
Thomas Heward-Belle,Australia,Western United,GK,26,61,63,62,56,7,34,59,34,33,7,9,31,8,11,36,10,14,11,27,22,54,41,6,11,14,55,25,61,19,Medium,Medium,Right,2,1,M,62
Bode Hidalgo,United States,Real Salt Lake,RB,21,61,77,43,43,71,58,58,80,74,48,47,34,47,38,44,46,27,38,69,65,64,42,62,41,52,62,66,65,31,High,Medium,Left,4,3,M,
Abdulbasit Hindi,Saudi Arabia,Al Ahli,CB,26,61,69,23,45,45,59,68,67,70,40,18,45,20,33,41,42,27,23,54,69,56,54,58,65,61,71,70,68,64,Medium,High,Left,3,2,M,
Jack Hingert,Australia,Brisbane Roar,RB,33,61,68,41,53,57,55,64,69,68,52,33,51,43,40,51,57,39,49,69,72,58,58,55,49,56,60,72,62,60,High,Medium,Right,4,2,M,
Joe Hodge,Republic of Ireland,Wolves,CM,21,61,64,48,60,58,58,58,71,59,54,41,65,40,53,62,56,41,43,70,79,61,61,60,48,58,55,62,51,70,Medium,Medium,Right,2,2,M,
Albert Hofman,Romania,FC Univ. Cluj,RM,20,61,73,60,56,64,27,54,77,69,52,59,52,54,61,57,55,45,60,75,72,56,43,31,38,21,57,62,59,32,Medium,Medium,Left,4,3,M,
Erik Holt,United States,Real Salt Lake,CB,27,61,47,28,45,53,62,68,49,46,54,23,45,16,33,49,45,24,30,34,52,59,55,61,58,57,67,57,77,59,Low,Medium,Right,2,2,M,
Tom Hopper,England,Colchester,ST,29,61,57,60,50,56,34,70,55,59,62,62,45,55,58,53,48,45,42,63,64,61,61,17,66,43,75,57,80,62,High,High,Left,3,2,M,
Daryl Horgan,Republic of Ireland,Dundalk,CAM,31,61,80,56,60,60,32,53,81,80,59,53,57,54,59,60,59,63,64,90,90,57,61,16,50,20,66,58,55,40,Medium,Medium,Right,3,4,M,
Rafael Hornos,Uruguay,Liverpool,GK,18,61,63,57,68,7,25,59,22,30,8,7,35,8,14,25,11,13,13,22,35,63,38,14,14,10,44,22,49,26,Medium,Medium,Right,2,1,M,58
Sebastian Hornung,Germany,SC Freiburg II,GK,22,61,61,64,63,11,23,65,22,25,6,8,18,8,15,33,12,15,14,32,41,40,24,12,12,14,52,19,60,18,Medium,Medium,Right,3,1,M,62
Hu Jinghang,China PR,Shandong Taishan,ST,26,61,77,57,53,60,34,71,78,77,59,54,51,60,56,64,40,42,45,74,64,59,58,42,62,20,81,70,74,60,Medium,Medium,Right,3,3,M,
Kyle Hurst,England,Doncaster,LW,21,61,77,53,53,64,29,51,79,76,58,53,47,48,57,55,54,49,54,76,72,58,52,22,35,33,50,71,49,33,High,Low,Right,3,3,M,
Anel Husic,Switzerland,Lausanne-Sport,CB,22,61,65,31,40,45,61,72,64,65,23,30,48,23,40,35,42,27,22,67,56,50,46,57,62,64,74,70,75,68,Medium,Medium,Left,3,2,M,
Benjamin Hvidt,Denmark,AGF,CM,23,61,63,54,59,60,61,70,60,65,60,55,59,41,44,61,53,47,58,61,62,60,64,62,58,61,66,70,69,73,Medium,Medium,Right,3,2,M,
Hwang Soon Min,Korea Republic,Suwon FC,LWB,33,61,71,59,61,66,54,60,58,81,67,60,63,49,57,67,51,64,47,74,80,57,54,63,56,50,60,71,58,52,Medium,High,Left,3,2,M,
Lukas Ibertsberger,Austria,Wolfsberger AC,LB,20,61,70,47,59,56,57,54,67,72,47,38,58,35,62,54,60,64,63,70,67,55,48,53,51,60,52,62,47,61,Medium,Medium,Left,3,2,M,
Dane Ingham,New Zealand,Newcastle Jets,RB,24,61,82,42,53,57,52,64,78,86,57,42,49,42,34,48,60,28,50,72,82,56,55,53,45,54,67,69,68,48,Medium,Medium,Right,3,2,M,
Damian Isac,Romania,UTA Arad,CM,22,61,71,52,56,58,54,65,74,68,60,51,62,36,44,62,41,36,39,69,66,56,51,58,44,54,58,70,60,75,Medium,Medium,Right,4,2,M,
Jacob Italiano,Australia,M'gladbach,LM,22,61,75,55,56,68,46,45,79,71,51,53,56,50,50,49,55,48,63,79,77,50,56,41,36,49,45,55,42,40,Medium,Medium,Right,2,3,M,
Risto Jankov,North Macedonia,Politehnica Iași,GK,25,61,61,62,64,16,33,60,33,33,7,9,28,8,15,42,14,12,13,39,34,45,36,10,11,12,58,36,70,28,Medium,Medium,Right,2,1,M,62
Vítězslav Jaroš,Czech Republic,Liverpool,GK,22,61,63,60,61,15,39,59,39,38,14,11,49,14,17,60,12,19,20,50,41,56,58,12,11,13,55,40,58,23,Medium,Medium,Right,3,1,M,62
Seedy Jatta,Norway,SK Sturm Graz,ST,20,61,76,57,42,62,26,67,75,77,59,60,30,46,56,51,33,30,41,81,81,56,48,15,63,19,79,62,74,53,High,Medium,Right,3,2,M,
Dominic Jefferies,Wales,Gillingham,CM,21,61,73,53,60,64,58,70,71,74,58,52,59,39,52,62,59,42,60,72,69,60,62,61,59,60,71,75,68,70,High,High,Right,3,3,M,
Monir Jelassi,Sweden,Brommapojkarna,RWB,23,61,85,53,53,57,54,54,84,85,54,54,55,41,50,54,54,29,41,56,56,53,57,55,39,56,56,57,51,55,Medium,Medium,Right,3,2,M,
Lukas Jensen,Denmark,Lincoln City,GK,24,61,62,59,58,10,24,60,18,33,8,7,34,6,25,44,13,13,14,29,33,58,26,14,14,13,51,24,61,22,Medium,Medium,Right,3,1,M,61
Luke Jephcott,Wales,St. Johnstone,ST,23,61,70,61,54,62,26,63,72,69,60,61,50,62,64,55,49,48,55,81,76,59,59,25,56,19,70,70,66,44,Medium,Medium,Right,4,3,M,
Jin Yangyang,China PR,Shanghai Shenhua,CB,30,61,48,29,37,34,60,73,53,43,25,30,39,22,38,34,29,29,28,71,45,51,45,60,63,60,75,61,85,59,Medium,Medium,Right,2,2,M,
Eirik Holmen Johansen,Norway,SK Brann,GK,31,61,62,59,63,24,31,59,29,34,14,13,26,14,21,39,14,20,19,36,38,58,48,15,24,14,60,30,67,35,Medium,Medium,Right,3,1,M,62
Lucas Hägg Johansson,Sweden,Brommapojkarna,GK,29,61,62,60,62,17,38,59,35,42,13,17,22,11,22,42,20,15,13,37,33,56,46,24,20,14,55,25,55,23,Medium,Medium,Right,3,1,M,62
James Jones,Scotland,Wrexham AFC,CM,27,61,67,56,60,58,55,64,68,67,58,54,60,41,60,60,58,50,56,82,83,59,61,56,39,52,55,72,67,48,Medium,Medium,Right,3,3,M,
Elias Kachunga,Congo DR,Cambridge Utd,ST,31,61,68,59,57,61,43,64,67,69,61,58,49,58,60,58,58,55,61,70,72,61,61,25,60,32,69,52,67,68,High,Medium,Right,2,3,M,
Elliot Käck,Sweden,Djurgårdens IF,LB,34,61,71,48,58,61,54,60,67,74,51,37,55,45,39,56,57,63,63,69,77,58,58,52,53,57,59,68,57,57,High,Medium,Left,4,2,M,
Anton Kade,Germany,FC Basel 1893,LM,19,61,76,54,54,64,25,41,75,76,58,59,52,45,50,52,56,43,57,73,73,49,52,19,38,21,42,53,39,30,Medium,Medium,Right,3,3,M,
Georgios Kanellopoulos,Greece,HJK Helsinki,CM,23,61,69,55,59,63,46,57,68,69,58,56,63,45,47,58,49,53,54,70,74,62,60,50,42,47,52,67,57,45,Medium,Medium,Right,3,3,M,
Kang Yun Koo,Korea Republic,Incheon United,LWB,30,61,79,40,50,62,51,64,78,80,55,48,45,30,32,50,63,35,44,74,83,54,51,51,39,49,61,73,64,55,High,Medium,Left,2,2,M,
Kang Ji Hoon,Korea Republic,Gangwon FC,RWB,26,61,75,55,52,61,57,52,76,74,59,55,41,41,40,54,57,41,34,70,68,57,58,56,57,55,62,61,47,52,High,Medium,Right,3,2,M,
Filip Karbowy,Poland,Piast Gliwice,CAM,26,61,60,60,62,58,48,61,59,60,59,58,64,45,54,63,54,57,54,61,68,53,65,54,52,46,59,69,62,49,Medium,Medium,Right,3,3,M,
Johan Karlsson,Sweden,Kalmar FF,RB,22,61,68,42,55,58,55,60,69,67,51,41,57,36,36,55,54,38,42,72,75,58,55,57,45,56,56,71,58,53,High,Medium,Right,3,2,M,
Victor Karlsson,Sweden,Varbergs BoIS,RM,22,61,71,55,57,60,41,55,72,71,57,56,56,51,48,58,53,58,54,73,74,56,58,39,38,40,53,60,56,48,Medium,Medium,Left,3,3,M,
Konrad Kasolik,Poland,Ruch Chorzów,CB,26,61,58,40,42,49,61,68,56,59,32,39,44,35,41,30,39,38,39,50,58,60,53,59,63,62,70,65,72,61,Medium,Medium,Right,2,2,M,
Matija Katanec,Croatia,Politehnica Iași,CB,33,61,45,30,33,28,66,57,47,44,26,26,32,30,41,27,28,29,25,46,62,55,43,60,61,61,66,32,72,46,Low,High,Left,2,2,M,
Ke Zhao,China PR,Henan SSLM FC,LWB,34,61,53,30,52,52,59,67,50,56,42,22,58,23,34,30,56,27,57,70,74,63,56,58,49,60,55,68,67,69,High,Medium,Left,2,2,M,
Felix Keidel,Germany,FC Ingolstadt 04,CM,20,61,66,42,60,58,55,56,66,66,50,34,60,33,46,60,57,42,39,55,45,63,48,53,52,54,56,69,54,47,Medium,Medium,Right,3,2,M,
Fiacre Kelleher,Republic of Ireland,Colchester,CB,27,61,52,32,40,42,59,77,55,50,45,28,45,29,34,35,31,30,30,42,48,57,58,58,63,58,75,79,82,62,High,High,Right,3,2,M,
Dan Kelly,Republic of Ireland,Dundalk,RM,27,61,78,51,53,63,40,51,75,80,53,53,50,45,54,51,57,35,48,62,53,61,55,45,52,31,53,61,44,53,Medium,Medium,Right,2,3,M,
Charlie Kelman,United States,QPR,ST,21,61,81,61,48,62,26,60,82,80,56,63,35,53,55,52,44,44,55,79,71,58,55,21,52,24,68,71,56,54,Medium,Low,Right,3,3,M,
Michael Kempter,Philippines,Grasshopper Club,LB,28,61,68,32,52,61,55,62,69,67,41,34,52,30,38,46,49,32,51,73,69,63,60,56,45,57,58,66,60,63,High,Medium,Left,3,2,M,
Johnny Kenny,Republic of Ireland,Shamrock Rovers,ST,20,61,73,62,49,63,25,61,72,73,63,64,38,58,63,53,43,32,50,71,74,54,60,24,55,18,63,72,54,62,Medium,Medium,Right,3,2,M,
Kim Ji Hyun,Korea Republic,Ulsan Hyundai,ST,27,61,72,56,53,60,28,68,69,74,67,56,53,49,59,51,53,47,48,73,59,63,57,20,55,25,70,80,71,47,High,Medium,Right,4,3,M,
Kim Ju Kong,Korea Republic,Jeju United,CM,27,61,77,62,58,66,45,63,74,79,66,63,56,60,61,56,57,53,55,72,66,67,60,48,56,38,69,68,60,62,High,Medium,Right,3,2,M,
Kim Kang San,Korea Republic,Daegu FC,CB,25,61,67,34,38,48,62,71,66,67,24,31,40,33,36,32,35,20,34,50,57,48,42,57,56,61,71,69,74,64,High,Medium,Right,3,2,M,
Kim Young Uk,Korea Republic,Daejeon Citizen,CM,32,61,70,58,61,59,58,66,69,71,57,54,62,57,62,60,61,66,64,72,69,59,54,60,57,58,66,72,63,64,Medium,Medium,Right,4,3,M,
Oliver Kjærgaard,Denmark,HamKam Fotball,CM,25,61,67,53,59,63,50,59,69,66,62,54,61,41,47,62,55,39,55,68,70,60,55,52,42,50,54,67,60,47,Medium,Medium,Right,3,3,M,
Antoni Klimek,Poland,Widzew Łódź,LM,21,61,66,54,56,66,51,59,67,66,51,55,53,45,41,58,58,38,59,81,67,53,50,45,40,57,54,62,62,48,Medium,Medium,Left,4,3,M,
Mateusz Kochalski,Poland,Stal Mielec,GK,23,61,61,62,59,15,39,63,43,32,7,12,23,8,15,41,13,13,16,32,43,45,39,14,13,12,49,34,47,30,Medium,Medium,Right,2,1,M,60
Mohamed Koné,Côte d'Ivoire,Havre AC,GK,21,61,62,58,56,14,21,57,17,28,7,7,17,5,11,22,13,12,10,22,21,59,30,13,14,14,51,17,60,17,Medium,Medium,Right,3,1,M,63
Phillip König,Germany,MSV Duisburg,ST,23,61,69,60,47,62,37,68,67,71,59,59,45,59,58,45,40,36,49,71,68,61,63,34,59,33,72,57,73,68,Medium,Medium,Right,4,2,M,
Nathan Konstandopoulos,Australia,Melb. Victory,CM,27,61,73,50,59,62,55,67,70,76,57,47,63,42,43,56,52,48,49,70,64,52,58,51,51,57,64,80,67,53,Medium,Medium,Right,3,3,M,
Bartłomiej Kukułowicz,Poland,Bohemian FC,LB,22,61,77,41,48,54,55,68,78,76,37,42,45,22,39,38,57,32,44,71,65,55,44,55,53,52,74,72,71,54,High,Medium,Right,3,2,M,
Alou Kuol,Australia,Central Coast,ST,22,61,76,60,41,53,28,64,78,74,61,64,36,50,54,41,36,38,41,73,69,59,48,24,62,25,76,65,67,50,Medium,Low,Right,3,2,M,
Amar Kvakić,Bosnia and Herzegovina,FCU 1948,CB,20,61,56,34,44,47,59,66,52,60,40,31,50,24,32,44,26,22,30,49,42,55,48,58,62,59,69,52,73,64,Medium,Medium,Right,2,2,M,
Salvatore Dario La Vardera,Italy,Cosenza,LB,21,61,67,44,51,59,59,61,65,68,48,41,50,40,45,50,52,47,51,55,70,55,47,60,49,60,56,64,59,63,Medium,Medium,Left,3,3,M,
Samir Lagsir,Holland,PEC Zwolle,LM,20,61,81,54,53,71,44,56,83,80,46,56,52,53,55,52,44,53,52,73,65,52,60,33,46,49,56,52,59,54,Medium,Medium,Right,3,3,M,
Rob Lainton,England,Wrexham AFC,GK,33,61,62,60,57,12,55,59,55,54,13,14,16,12,11,41,15,12,11,53,46,58,24,14,12,15,64,33,63,44,Medium,Medium,Right,2,1,M,61
Charlie Lakin,England,AFC Wimbledon,CM,24,61,70,58,61,62,59,59,69,70,58,55,62,54,52,61,61,60,54,68,69,61,65,59,58,57,67,49,63,61,Medium,Medium,Left,2,3,M,
Johan Lara,Ecuador,Aucas,GK,24,61,61,59,60,5,33,62,33,33,5,7,20,7,12,34,12,12,14,31,47,52,34,9,11,13,40,30,39,23,Medium,Medium,Right,1,1,M,60
Victor Larsson,Sweden,IFK Värnamo,RB,23,61,61,35,49,48,60,71,56,65,39,28,53,38,34,39,54,30,43,52,58,56,51,59,59,60,68,70,74,66,Medium,High,Right,2,2,M,
Lucas Lavallée,France,USL Dunkerque,GK,20,61,60,59,59,12,29,59,28,31,7,7,20,8,15,36,11,11,12,29,30,58,39,13,10,13,51,24,59,19,Medium,Medium,Right,3,1,M,61
Ian Lawlor,Republic of Ireland,Doncaster,GK,28,61,63,58,59,21,44,60,43,46,14,13,25,13,28,45,14,12,12,63,43,57,43,15,12,16,64,28,72,37,Medium,Medium,Right,3,1,M,63
Tom Lebeau,France,US Concarneau,CM,25,61,74,58,64,64,55,54,76,72,48,55,62,62,59,66,58,63,64,72,82,47,61,55,37,58,52,60,52,52,High,Medium,Right,3,2,M,
Lee Kang Hyeon,Korea Republic,GwangJu FC,CDM,25,61,61,39,50,51,58,71,64,59,46,30,56,32,38,46,36,35,47,61,62,50,53,63,48,56,63,76,71,69,Medium,High,Right,3,2,M,
Lee Ji Sol,Korea Republic,Gangwon FC,CB,24,61,61,39,41,24,58,74,62,60,34,48,54,26,39,28,26,26,22,69,55,52,43,57,62,58,75,74,76,71,Medium,High,Right,2,2,M,
Lee Ji Han,Korea Republic,SC Freiburg II,LM,20,61,70,56,55,64,34,49,69,70,59,61,53,48,50,53,57,38,52,79,68,55,44,36,46,29,50,51,49,44,Medium,Low,Left,3,2,M,
Lee Jeong Hyeop,Korea Republic,Gangwon FC,ST,32,61,60,57,47,55,33,73,62,59,62,56,44,58,63,57,32,34,40,59,76,57,59,42,69,22,79,67,81,60,High,High,Right,4,2,M,
Frank Lehmann,Germany,SV Elversberg,GK,34,61,63,62,65,31,33,57,32,35,6,12,32,8,36,39,9,8,9,41,28,56,48,15,9,9,55,27,65,34,Medium,Medium,Right,3,1,M,60
Kyvon Leidsman,Holland,UTA Arad,ST,25,61,70,60,43,64,23,66,71,70,57,64,33,47,56,51,39,37,39,60,57,59,46,14,60,18,76,71,73,41,Medium,Medium,Right,2,3,M,
Dexter Lembikisa,Jamaica,Rotherham Utd,RB,19,61,82,43,53,57,56,54,81,83,50,43,54,37,42,51,57,39,40,71,74,52,52,56,46,58,58,59,49,57,High,Medium,Right,5,3,M,
Jamie Lennon,Republic of Ireland,St. Pats,CM,25,61,48,52,60,59,59,70,50,46,57,47,62,45,54,60,55,47,58,62,67,59,62,60,54,58,62,71,73,62,Low,Medium,Right,4,2,M,
Leung Nokhang,Hong Kong,Zhejiang Pro,CB,28,61,53,27,38,26,61,71,54,53,33,25,38,30,40,36,29,26,32,48,56,46,43,61,67,58,73,62,76,68,Medium,Medium,Right,3,2,M,
Adam Lewis,England,Newport County,LWB,23,61,70,38,55,59,55,59,73,67,47,38,51,32,49,52,59,60,63,77,73,57,47,58,47,55,56,69,52,67,High,Medium,Left,2,2,M,
Rubén Lezcano,Paraguay,Libertad,CM,19,61,67,52,56,62,54,52,66,67,56,49,60,37,36,59,47,37,32,69,50,57,49,56,43,51,44,64,45,55,Medium,Medium,Left,3,2,M,
Li Yang,China PR,Wuhan 3 Towns,CB,26,61,57,26,38,42,61,72,59,56,29,22,47,24,31,33,23,27,26,48,72,58,53,63,68,62,76,71,80,51,Medium,Medium,Right,3,2,M,
Manuel Liendo,Argentina,Instituto,CAM,24,61,65,55,65,56,45,42,58,70,57,55,67,48,65,65,62,48,57,54,85,55,66,34,46,59,40,43,38,50,Medium,Medium,Right,3,3,M,
Lim Eun Soo,Korea Republic,Daejeon Citizen,CB,27,61,58,36,53,51,63,63,54,61,33,29,61,25,41,58,35,39,34,61,66,56,63,67,51,56,55,70,59,64,Medium,High,Right,2,2,M,
Alexander Lind,Denmark,Silkeborg IF,ST,21,61,64,57,51,65,36,68,62,66,59,60,52,49,50,51,48,38,47,65,68,55,61,32,58,35,70,58,74,64,High,Medium,Right,3,2,M,
Harvey Lintott,England,Northampton,RB,20,61,76,39,46,53,57,68,73,79,51,39,39,27,31,45,55,30,32,65,51,56,43,56,55,56,73,72,71,56,High,Medium,Right,3,2,M,
Liu Yang,China PR,Cangzhou FC,CB,32,61,52,36,50,52,58,76,50,53,49,32,55,42,32,52,36,32,33,59,50,53,48,58,64,56,74,70,84,64,Low,High,Right,2,2,M,
George Lloyd,England,Cheltenham Town,ST,23,61,80,58,51,60,34,72,81,80,63,59,43,55,56,53,52,49,57,84,88,57,52,29,56,24,85,76,69,69,High,Medium,Right,2,2,M,
Per Lockl,Germany,SV Waldhof,CDM,22,61,65,43,59,60,58,60,67,64,47,39,58,37,37,57,56,55,57,74,77,56,52,59,51,60,55,73,52,63,Medium,Medium,Left,3,2,M,
Enrique Lofolomo,Germany,Hallescher FC,CDM,23,61,68,52,55,61,57,65,71,65,63,52,57,43,36,60,46,37,44,62,57,61,65,59,56,57,71,60,70,58,High,High,Right,4,2,M,
Ryan Loft,England,Port Vale,ST,26,61,60,60,48,57,30,76,58,61,61,60,43,54,62,53,30,39,52,51,53,56,57,18,63,34,76,70,82,66,Medium,Low,Right,3,2,M,
Rosaire Longelo,England,Accrington,LM,23,61,82,51,54,63,47,57,83,82,49,52,47,40,42,51,61,48,57,76,73,55,55,47,41,48,62,61,60,42,High,Medium,Left,3,3,M,
Kacper Lopata,Poland,Barnsley,CB,22,61,58,27,39,30,60,71,54,61,21,26,47,28,34,35,32,30,34,44,46,56,43,57,63,58,72,63,76,70,Medium,Medium,Right,2,2,M,
Yordi López,Uruguay,Liverpool,CM,21,61,59,51,59,59,49,47,63,55,53,53,66,55,46,66,41,48,57,72,74,57,52,47,44,57,40,62,43,42,Medium,Medium,Right,3,2,M,
Adrien Louveau,France,ŁKS Łódź,CB,23,61,57,36,48,36,62,56,55,58,31,32,53,36,41,39,45,26,29,60,51,56,58,59,60,64,63,34,61,67,Low,Medium,Left,2,2,M,
Jason Lowe,England,Port Vale,RWB,32,61,51,50,57,57,59,74,54,48,56,43,58,49,52,54,57,55,42,59,66,56,59,58,55,59,66,76,75,69,Medium,High,Right,3,2,M,
Nicolas Lüchinger,Switzerland,FC St. Gallen,RB,28,61,71,28,51,66,57,66,70,72,56,19,55,25,36,39,52,41,53,67,71,59,50,56,51,58,65,67,69,57,Low,Medium,Right,3,2,M,
Kamil Lukoszek,Poland,Górnik Zabrze,LM,21,61,73,54,52,58,27,51,73,73,65,56,46,53,52,51,50,55,50,67,65,61,60,22,42,22,51,66,50,35,Medium,Medium,Left,3,3,M,
Luo Jing,China PR,Wuhan 3 Towns,LM,29,61,73,59,58,61,59,61,76,70,59,55,58,59,69,59,55,61,59,66,69,58,58,51,64,61,72,65,57,63,Medium,Medium,Right,2,3,M,
Ismet Lushaku,Kosovo,Varbergs BoIS,CM,23,61,68,47,60,60,51,51,69,67,60,45,62,45,40,62,47,60,62,67,75,59,60,56,36,42,44,67,48,38,Medium,Medium,Right,3,2,M,
Néhemie Lusuena,Switzerland,Yverdon Sport FC,CM,25,61,77,48,55,66,55,56,79,75,56,40,59,34,48,53,43,39,42,79,75,67,55,60,42,56,51,71,46,63,Medium,Medium,Right,3,2,M,
Taylor Luvambo,France,En Avant Guingamp,RB,24,61,83,50,55,62,58,62,89,78,50,58,48,48,49,51,59,63,51,77,75,48,57,59,52,58,75,36,66,81,Medium,Medium,Right,3,3,M,
Dean Lyness,England,St. Pats,GK,32,61,60,60,56,13,54,59,54,53,13,13,23,14,22,34,15,12,14,48,49,56,51,12,12,14,60,29,58,38,Medium,Medium,Right,2,1,M,62
Brad Lyons,Northern Ireland,Kilmarnock,CDM,26,61,69,55,57,59,57,61,67,71,52,56,60,45,41,53,52,35,54,62,60,61,54,58,57,54,66,53,62,66,Medium,Medium,Right,3,2,M,
Yann Mabella,Congo DR,SV Waldhof,ST,27,61,73,61,47,60,20,67,76,71,61,64,34,46,62,53,41,36,45,70,70,59,63,19,54,21,71,60,68,70,Medium,Medium,Right,2,2,M,
Roman Macek,Czech Republic,FC Lugano,CM,26,61,64,56,62,66,55,60,61,66,58,51,60,55,52,60,63,41,62,65,52,58,57,56,39,51,52,58,64,52,High,Medium,Right,3,3,M,
Renzo Machado,Uruguay,Liverpool,ST,18,61,68,62,49,62,30,60,67,68,63,67,45,61,60,52,42,49,49,67,56,59,51,27,49,28,62,57,69,42,Medium,Medium,Right,2,2,M,
Gustav Sandberg Magnusson,Sweden,Brommapojkarna,CM,31,61,49,57,57,56,60,78,51,47,59,59,58,55,47,57,57,38,57,59,64,63,58,58,63,59,68,88,71,86,Medium,High,Right,3,2,M,
Brian Maher,Republic of Ireland,Derry City,GK,22,61,61,61,58,24,49,60,50,47,10,10,36,12,16,62,13,11,14,51,52,57,36,15,7,15,45,37,40,31,Medium,Medium,Right,3,1,M,61
Niall Maher,England,Grimsby Town,CB,28,61,67,43,51,51,59,71,67,67,32,44,54,30,48,52,41,38,41,64,66,58,54,60,56,57,79,70,71,71,Medium,Medium,Right,3,2,M,
Abdulaziz Majrashi,Saudi Arabia,Al Tai,LB,32,61,78,30,47,53,57,60,82,75,44,24,49,25,36,37,53,34,37,80,79,57,48,56,47,60,73,61,55,66,Medium,Medium,Right,3,2,M,
Abdulaziz Majrashi,Saudi Arabia,Damac FC,CDM,27,61,57,34,53,60,58,64,61,53,55,25,58,34,42,51,44,35,39,70,75,57,48,57,46,65,66,67,63,60,Medium,Medium,Right,1,2,M,
Breston Malula,Switzerland,Yverdon Sport FC,CB,22,61,61,37,45,42,56,82,59,63,42,32,52,32,45,40,32,28,36,59,45,55,54,55,60,53,79,76,91,67,Medium,Medium,Right,3,2,M,
